meter_reading,consumed_power,white_goods
29972.8799,1.6756,0.5795
29974.6265,1.7466,0.657
29976.3223,1.6958,0.6033
29977.4984,1.1761,0.0746
29979.2393,1.7409,0.6596
29980.2561,1.0168,0.074
29981.2728,1.0167,0.0729
29982.2808,1.008,0.0744
29983.4194,1.1386,0.0718
29984.0755,0.6561,0.651
29984.7252,0.6497,0.6451
29985.0772,0.352,0.3113
29985.9673,0.8901,0.8494
29986.847,0.8797,0.8482
29987.5349,0.6879,0.6499
29988.264,0.7291,0.6662
29988.4078,0.1438,0.0707
29989.1457,0.7379,0.679
29989.2841,0.1384,0.0677
29989.4267,0.1426,0.0752
29989.5789,0.1522,0.0764
29990.8153,1.2364,0.0761
29992.4419,1.6266,0.6483
29993.6243,1.1824,0.0793
29995.2567,1.6324,0.6088
29996.9821,1.7254,0.6418
29998.0441,1.062,0.0784
29999.8118,1.7677,0.6434
30001.5887,1.7769,0.6239
30002.8529,1.2642,0.0724
30004.0291,1.1762,0.0771
30005.232,1.2029,0.0756
30007.0451,1.8131,0.625
30008.332,1.2869,0.0702
30010.0597,1.7277,0.6659
30011.7733,1.7136,0.6072
30013.5828,1.8095,0.6085
30014.7277,1.1449,0.0721
30016.5753,1.8476,0.642
30017.7618,1.1865,0.071
30019.4089,1.6471,0.5826
30021.7393,2.3304,1.2341
30023.5179,1.7786,0.6482
30024.6278,1.1099,0.0718
30026.3358,1.708,0.5949
30027.9072,1.5714,0.61
30029.4828,1.5756,0.6508
30031.0732,1.5904,0.5809
30032.7541,1.6809,0.5938
30034.4283,1.6742,0.6247
30035.5085,1.0802,0.0742
30037.1163,1.6078,0.6168
30038.2597,1.1434,0.0794
30039.955,1.6953,0.659
30041.6235,1.6685,0.6777
30043.26,1.6365,0.6397
30044.9406,1.6806,0.6664
30045.6152,0.6746,0.6604
30046.2056,0.5904,0.5859
30046.5849,0.3793,0.3395
30046.9344,0.3495,0.3175
30047.3076,0.3732,0.3448
30047.4268,0.1192,0.0801
30048.0617,0.6349,0.5777
30048.1936,0.1319,0.0693
30048.3283,0.1347,0.0774
30048.4696,0.1413,0.0757
30048.6077,0.1381,0.0747
30049.3476,0.7399,0.6773
30050.4136,1.066,0.0817
30051.5897,1.1761,0.0688
30052.6315,1.0418,0.0743
30053.8267,1.1952,0.0754
30055.5978,1.7711,0.6488
30056.6736,1.0758,0.0737
30057.9091,1.2355,0.0721
30059.065,1.1559,0.0683
30060.8602,1.7952,0.6426
30062.0796,1.2194,0.0757
30063.3567,1.2771,0.0806
30065.0865,1.7298,0.6141
30066.2864,1.1999,0.0733
30068.0434,1.757,0.5853
30069.2976,1.2542,0.0685
30070.4974,1.1998,0.0722
30071.63,1.1326,0.0813
30072.7994,1.1694,0.0818
30074.0716,1.2722,0.0818
30075.8598,1.7882,0.6627
30077.7485,1.8887,0.6731
30080.0674,2.3189,1.1655
30081.7206,1.6532,0.6548
30082.9003,1.1797,0.0802
30084.0126,1.1123,0.0803
30085.1468,1.1342,0.0809
30086.7334,1.5866,0.6264
30087.8256,1.0922,0.0795
30089.5553,1.7297,0.6577
30091.2643,1.709,0.6074
30092.9948,1.7305,0.6631
30094.1016,1.1068,0.0767
30095.7479,1.6463,0.5863
30096.9189,1.171,0.0779
30097.9477,1.0288,0.071
30099.1192,1.1715,0.0815
30099.2091,0.0899,0.0752
30099.2974,0.0883,0.0738
30100.1779,0.8805,0.843
30100.5487,0.3708,0.3308
30100.8983,0.3496,0.3184
30101.5506,0.6523,0.624
30102.2385,0.6879,0.6219
30102.9113,0.6728,0.6011
30103.6232,0.7119,0.6537
30103.7634,0.1402,0.0809
30104.4906,0.7272,0.6707
30104.6296,0.139,0.0801
30106.3683,1.7387,0.6048
30107.4691,1.1008,0.0814
30108.5618,1.0927,0.081
30110.3176,1.7558,0.6519
30111.4596,1.142,0.0677
30113.1222,1.6626,0.6781
30114.8019,1.6797,0.6444
30116.5788,1.7769,0.6471
30118.3426,1.7638,0.6068
30119.5683,1.2257,0.0679
30121.2255,1.6572,0.6048
30122.367,1.1415,0.078
30124.0195,1.6525,0.6021
30125.7425,1.723,0.5878
30127.4311,1.6886,0.5886
30128.7009,1.2698,0.0807
30129.8216,1.1207,0.0753
30131.4627,1.6411,0.5936
30132.6679,1.2052,0.0723
30133.9327,1.2648,0.0812
30135.7835,1.8508,0.698
30138.1731,2.3896,1.3035
30139.1956,1.0225,0.0754
30140.8693,1.6737,0.6546
30141.9429,1.0736,0.0824
30143.6346,1.6917,0.6611
30145.3371,1.7025,0.6634
30146.9417,1.6046,0.651
30147.9842,1.0425,0.0742
30149.6889,1.7047,0.5928
30150.8201,1.1312,0.0781
30151.9118,1.0917,0.0694
30153.5322,1.6204,0.6703
30155.2473,1.7151,0.6286
30156.4134,1.1661,0.0757
30157.4017,0.9883,0.0731
30158.0245,0.6228,0.6177
30158.64,0.6155,0.6106
30159.5861,0.9461,0.9162
30160.4305,0.8444,0.8161
30161.3377,0.9072,0.8763
30161.955,0.6173,0.5889
30162.6202,0.6652,0.5956
30163.2792,0.659,0.6005
30163.9632,0.684,0.6179
30164.0945,0.1313,0.0712
30164.2338,0.1393,0.0691
30164.362,0.1282,0.069
30165.493,1.131,0.0797
30166.6483,1.1553,0.0777
30168.3821,1.7338,0.645
30169.4876,1.1055,0.0686
30171.1634,1.6758,0.616
30172.7495,1.5861,0.5982
30174.5515,1.802,0.5967
30175.7548,1.2033,0.0764
30176.8582,1.1034,0.0746
30178.0765,1.2183,0.0743
30179.9095,1.833,0.6746
30181.5477,1.6382,0.6017
30182.7047,1.157,0.0688
30184.5752,1.8705,0.6623
30185.8239,1.2487,0.0676
30187.4932,1.6693,0.5991
30188.7522,1.259,0.0795
30190.4808,1.7286,0.6071
30191.5984,1.1176,0.0754
30193.3226,1.7242,0.6005
30195.6648,2.3422,1.244
30197.522,1.8572,0.7077
30198.5824,1.0604,0.076
30199.7022,1.1198,0.0691
30200.8856,1.1834,0.0774
30202.5993,1.7137,0.6496
30203.7428,1.1435,0.0804
30204.7918,1.049,0.0787
30205.9681,1.1763,0.0755
30207.6986,1.7305,0.6154
30209.3822,1.6836,0.5883
30210.9736,1.5914,0.6223
30212.7036,1.73,0.6732
30214.246,1.5424,0.5776
30215.8494,1.6034,0.5693
30216.9388,1.0894,0.0729
30217.5558,0.617,0.6028
30218.1429,0.5871,0.5724
30219.1039,0.961,0.9222
30219.4794,0.3755,0.3385
30219.831,0.3516,0.313
30220.4873,0.6563,0.6271
30221.1849,0.6976,0.6382
30221.3178,0.1329,0.0778
30221.9946,0.6768,0.6125
30222.7321,0.7375,0.6784
30222.8733,0.1412,0.0747
30223.5093,0.636,0.5663
30224.7538,1.2445,0.0822
30225.8762,1.1224,0.0778
30227.0148,1.1386,0.079
30228.1545,1.1397,0.0775
30229.7499,1.5954,0.585
30231.3065,1.5566,0.5774
30232.436,1.1295,0.0735
30233.586,1.15,0.0744
30235.389,1.803,0.6519
30236.4835,1.0945,0.0678
30238.2148,1.7313,0.5747
30239.3942,1.1794,0.0799
30241.0691,1.6749,0.6237
30242.3189,1.2498,0.0764
30244.0944,1.7755,0.671
30245.2255,1.1311,0.072
30247.0498,1.8243,0.6597
30248.1572,1.1074,0.0808
30249.8588,1.7016,0.6007
30251.1304,1.2716,0.0752
30253.0,1.8696,0.6986
30254.7365,1.7365,0.701
30256.3049,1.5684,0.6013
30257.8852,1.5803,0.5731
30259.5585,1.6733,0.6132
30260.669,1.1105,0.0735
30261.8275,1.1585,0.0754
30263.5466,1.7191,0.6526
30264.7134,1.1668,0.0721
30266.3228,1.6094,0.6105
30267.4194,1.0966,0.0693
30268.4835,1.0641,0.0809
30270.1799,1.6964,0.6616
30271.3475,1.1676,0.0736
30272.4842,1.1367,0.0763
30273.5943,1.1101,0.0676
30273.6841,0.0898,0.0743
30274.3121,0.628,0.623
30274.6557,0.3436,0.303
30275.0031,0.3474,0.3187
30275.9532,0.9501,0.9102
30276.0722,0.119,0.0802
30276.7318,0.6596,0.599
30276.87,0.1382,0.0754
30277.5954,0.7254,0.6661
30277.7374,0.142,0.0816
30277.8791,0.1417,0.0812
30278.5909,0.7118,0.656
30280.2823,1.6914,0.5747
30282.078,1.7957,0.6567
30283.1673,1.0893,0.0805
30284.8752,1.7079,0.6773
30285.9449,1.0697,0.0722
30287.6433,1.6984,0.6017
30288.7767,1.1334,0.0789
30289.9241,1.1474,0.079
30291.1085,1.1844,0.0737
30292.96,1.8515,0.6477
30294.7501,1.7901,0.5679
30296.4595,1.7094,0.6036
30297.654,1.1945,0.0736
30299.3713,1.7173,0.61
30301.1689,1.7976,0.6376
30302.9322,1.7633,0.5671
30304.0465,1.1143,0.0806
30305.7337,1.6872,0.5937
30307.4093,1.6756,0.587
30309.0506,1.6413,0.6162
30310.7268,1.6762,0.6427
30312.5309,1.8041,0.6892
30313.644,1.1131,0.0709
30315.4426,1.7986,0.6502
30316.5087,1.0661,0.0677
30317.4888,0.9801,0.0719
30319.1506,1.6618,0.5986
30320.8162,1.6656,0.6562
30322.3658,1.5496,0.5974
30323.5295,1.1637,0.0709
30325.203,1.6735,0.6174
30326.282,1.079,0.0687
30328.0235,1.7415,0.662
30329.0405,1.017,0.0779
30330.6153,1.5748,0.604
30332.2869,1.6716,0.5816
30332.912,0.6251,0.6205
30332.9957,0.0837,0.0679
30333.3676,0.3719,0.3318
30334.2122,0.8446,0.8033
30335.1742,0.962,0.934
30335.8076,0.6334,0.6029
30335.9471,0.1395,0.0772
30336.0803,0.1332,0.0725
30336.2221,0.1418,0.0736
30336.9192,0.6971,0.6393
30337.6012,0.682,0.6201
30338.2853,0.6841,0.6138
30339.338,1.0527,0.0769
30340.3956,1.0576,0.0701
30342.1626,1.767,0.6216
30343.4113,1.2487,0.079
30344.641,1.2297,0.0706
30346.324,1.683,0.6441
30348.0778,1.7538,0.5966
30349.7204,1.6426,0.6197
30351.4249,1.7045,0.6502
30353.2174,1.7925,0.5849
30355.0212,1.8038,0.6083
30356.7543,1.7331,0.6205
30358.442,1.6877,0.6109
30359.7557,1.3137,0.0822
30361.0416,1.2859,0.0806
30362.7359,1.6943,0.6351
30363.9127,1.1768,0.0821
30365.1144,1.2017,0.0708
30366.3346,1.2202,0.0706
30367.4852,1.1506,0.0815
30369.9085,2.4233,1.3075
30371.7355,1.827,0.654
30373.3987,1.6632,0.6554
30375.1375,1.7388,0.6101
30376.165,1.0275,0.073
30377.1628,0.9978,0.069
30378.8659,1.7031,0.662
30380.4784,1.6125,0.6337
30381.5876,1.1092,0.0675
30383.2009,1.6133,0.6642
30384.3056,1.1047,0.082
30385.3221,1.0165,0.0706
30386.4648,1.1427,0.0734
30388.0569,1.5921,0.633
30389.7022,1.6453,0.5772
30390.7309,1.0287,0.078
30391.3537,0.6228,0.6177
30391.4346,0.0809,0.0763
30391.7998,0.3652,0.3339
30392.7457,0.9459,0.9065
30393.0765,0.3308,0.3011
30393.1767,0.1002,0.0709
30393.8998,0.7231,0.6659
30394.5543,0.6545,0.5859
30394.6899,0.1356,0.0746
30395.377,0.6871,0.6152
30396.101,0.724,0.6636
30396.2387,0.1377,0.0724
30397.3495,1.1108,0.0742
30399.0226,1.6731,0.6017
30400.7365,1.7139,0.6375
30401.8286,1.0921,0.0695
30402.9349,1.1063,0.0792
30404.6734,1.7385,0.6077
30406.5039,1.8305,0.6403
30408.2597,1.7558,0.6627
30409.3926,1.1329,0.0706
30411.144,1.7514,0.5838
30412.9415,1.7975,0.633
30414.1471,1.2056,0.0819
30415.9954,1.8483,0.6638
30417.1766,1.1812,0.0817
30418.8015,1.6249,0.5833
30419.9388,1.1373,0.0713
30421.1447,1.2059,0.0733
30422.9491,1.8044,0.6176
30424.606,1.6569,0.6186
30426.408,1.802,0.5775
30428.264,1.856,0.6856
30430.6071,2.3431,1.2221
30431.7095,1.1024,0.0755
30432.8237,1.1142,0.0685
30433.8713,1.0476,0.0766
30435.443,1.5717,0.6238
30436.4453,1.0023,0.0815
30437.9772,1.5319,0.5852
30439.5545,1.5773,0.6184
30440.7118,1.1573,0.0807
30442.3843,1.6725,0.625
30443.9226,1.5383,0.5899
30444.9816,1.059,0.072
30446.111,1.1294,0.0801
30447.811,1.7,0.6478
30448.9603,1.1493,0.0682
30449.5666,0.6063,0.6008
30449.6436,0.077,0.0722
30450.5155,0.8719,0.8437
30451.3831,0.8676,0.8395
30452.303,0.9199,0.882
30452.9779,0.6749,0.6463
30453.1155,0.1376,0.0738
30453.2641,0.1486,0.0778
30453.9363,0.6722,0.5986
30454.586,0.6497,0.5785
30454.7344,0.1484,0.082
30454.8637,0.1293,0.0717
30455.9587,1.095,0.076
30457.1554,1.1967,0.0791
30458.8372,1.6818,0.6032
30460.5154,1.6782,0.6366
30462.2135,1.6981,0.6797
30463.9598,1.7463,0.6607
30465.0773,1.1175,0.0769
30466.89,1.8127,0.6616
30468.6222,1.7322,0.5852
30469.8526,1.2304,0.0735
30471.1211,1.2685,0.077
30472.9619,1.8408,0.6327
30474.1165,1.1546,0.0792
30475.8372,1.7207,0.6035
30477.5155,1.6783,0.6219
30478.6745,1.159,0.0695
30480.5016,1.8271,0.6188
30481.7204,1.2188,0.0676
30483.5495,1.8291,0.6039
30484.7811,1.2316,0.0751
30487.1821,2.401,1.2946
30489.4864,2.3043,1.2485
30490.6843,1.1979,0.0756
30491.74,1.0557,0.0768
30493.3611,1.6211,0.6315
30494.5242,1.1631,0.0735
30495.5236,0.9994,0.0791
30497.1454,1.6218,0.6647
30498.6538,1.5084,0.5994
30499.6874,1.0336,0.0738
30501.2935,1.6061,0.6615
30502.303,1.0095,0.0766
30503.4443,1.1413,0.0699
30505.1517,1.7074,0.6224
30506.2232,1.0715,0.0732
30507.3824,1.1592,0.0741
30508.0601,0.6777,0.6618
30508.6995,0.6394,0.6348
30509.0421,0.3426,0.3107
30509.9894,0.9473,0.9193
30510.9111,0.9217,0.8921
30511.0225,0.1114,0.0701
30511.1639,0.1414,0.069
30511.299,0.1351,0.0727
30511.9907,0.6917,0.6268
30512.1346,0.1439,0.0745
30512.8165,0.6819,0.6208
30513.4735,0.657,0.5982
30515.1932,1.7197,0.6118
30516.7665,1.5733,0.5865
30518.5111,1.7446,0.6008
30520.182,1.6709,0.5803
30521.9056,1.7236,0.5886
30523.5809,1.6753,0.6146
30524.8574,1.2765,0.0752
30526.0281,1.1707,0.0714
30527.6837,1.6556,0.6237
30529.3603,1.6766,0.5682
30531.0842,1.7239,0.5696
30532.2587,1.1745,0.0742
30533.9312,1.6725,0.617
30535.7012,1.77,0.6749
30536.9538,1.2526,0.0822
30538.6193,1.6655,0.6259
30539.8359,1.2166,0.0751
30541.0368,1.2009,0.0675
30542.1679,1.1311,0.0784
30543.9331,1.7652,0.5973
30545.8054,1.8723,0.6708
30548.2221,2.4167,1.2336
30549.2642,1.0421,0.0809
30550.2905,1.0263,0.0692
30551.4674,1.1769,0.0803
30552.598,1.1306,0.0692
30553.6796,1.0816,0.076
30554.8411,1.1615,0.0676
30555.8436,1.0025,0.0682
30556.9874,1.1438,0.0816
30558.5697,1.5823,0.6349
30559.6865,1.1168,0.0688
30561.4548,1.7683,0.6725
30563.0226,1.5678,0.6248
30564.7207,1.6981,0.6199
30566.3945,1.6738,0.5923
30567.0759,0.6814,0.6655
30567.1537,0.0778,0.0729
30568.0138,0.8601,0.8187
30568.9038,0.89,0.8627
30569.8277,0.9239,0.893
30569.9499,0.1222,0.0816
30570.1002,0.1503,0.0793
30570.8352,0.735,0.6735
30571.4945,0.6593,0.588
30571.6339,0.1394,0.0774
30572.324,0.6901,0.6278
30572.9806,0.6566,0.5882
30574.619,1.6384,0.6368
30575.6624,1.0434,0.0716
30577.4128,1.7504,0.6629
30578.6358,1.223,0.076
30579.7852,1.1494,0.0726
30580.8874,1.1022,0.0717
30582.6936,1.8062,0.6345
30584.4512,1.7576,0.5706
30585.5642,1.113,0.07
30587.2044,1.6402,0.6196
30588.9128,1.7084,0.5814
30590.6512,1.7384,0.6077
30591.8036,1.1524,0.0744
30593.5311,1.7275,0.573
30595.2509,1.7198,0.633
30596.4338,1.1829,0.0681
30598.1262,1.6924,0.6011
30599.8994,1.7732,0.6707
30601.1747,1.2753,0.0751
30602.4382,1.2635,0.0755
30604.7073,2.2691,1.2204
30606.532,1.8247,0.713
30607.5862,1.0542,0.0767
30608.7511,1.1649,0.0814
30610.3783,1.6272,0.5734
30611.3984,1.0201,0.0751
30613.0967,1.6983,0.6288
30614.2503,1.1536,0.0714
30615.9615,1.7112,0.6582
30617.4714,1.5099,0.5868
30619.1301,1.6587,0.6771
30620.7377,1.6076,0.6643
30621.7429,1.0052,0.0822
30622.7627,1.0198,0.082
30623.8613,1.0986,0.0739
30624.999,1.1377,0.0784
30625.6577,0.6587,0.6439
30625.7376,0.0799,0.0744
30626.6861,0.9485,0.9158
30627.0537,0.3676,0.3286
30627.3939,0.3402,0.3099
30628.0391,0.6452,0.6025
30628.1713,0.1322,0.0737
30628.8435,0.6722,0.609
30629.5756,0.7321,0.6634
30630.2727,0.6971,0.6294
30631.0065,0.7338,0.661
30631.6983,0.6918,0.6318
30632.9217,1.2234,0.0701
30634.0941,1.1724,0.0745
30635.2055,1.1114,0.0682
30636.4112,1.2057,0.0698
30637.5907,1.1795,0.079
30638.8061,1.2154,0.0759
30639.9503,1.1442,0.0817
30641.2335,1.2832,0.0685
30642.3712,1.1377,0.0744
30643.4835,1.1123,0.0717
30645.2232,1.7397,0.6693
30646.9546,1.7314,0.6028
30648.1621,1.2075,0.0815
30649.7983,1.6362,0.6018
30651.0348,1.2365,0.0724
30652.2934,1.2586,0.0748
30653.9076,1.6142,0.571
30655.7589,1.8513,0.6758
30657.0081,1.2492,0.0807
30658.1599,1.1518,0.0697
30660.0129,1.853,0.708
30661.8769,1.864,0.6471
30662.9286,1.0517,0.0717
30664.5698,1.6412,0.5811
30666.2846,1.7148,0.6022
30667.371,1.0864,0.0778
30668.5274,1.1564,0.0678
30670.1769,1.6495,0.6715
30671.8202,1.6433,0.6035
30673.5482,1.728,0.627
30674.6391,1.0909,0.0685
30675.7814,1.1423,0.0736
30677.3928,1.6114,0.6666
30678.494,1.1012,0.0758
30679.6033,1.1093,0.0789
30681.3335,1.7302,0.6357
30681.4159,0.0824,0.0681
30681.5048,0.0889,0.0738
30682.4264,0.9216,0.8807
30682.7958,0.3694,0.3277
30683.6718,0.876,0.8345
30683.7767,0.1049,0.0725
30683.9113,0.1346,0.0739
30684.0633,0.152,0.0792
30684.2063,0.143,0.0724
30684.3518,0.1455,0.075
30684.9913,0.6395,0.5779
30685.6951,0.7038,0.6298
30686.8643,1.1692,0.0697
30687.9454,1.0811,0.0706
30689.1608,1.2154,0.0706
30690.8944,1.7336,0.622
30692.6082,1.7138,0.6508
30694.2914,1.6832,0.6045
30695.9374,1.646,0.6307
30697.1971,1.2597,0.0714
30699.0229,1.8258,0.6434
30700.2256,1.2027,0.0703
30701.3968,1.1712,0.0809
30703.2688,1.872,0.6645
30704.5429,1.2741,0.0822
30706.2364,1.6935,0.6687
30707.3558,1.1194,0.0769
30709.0771,1.7213,0.5761
30710.2619,1.1848,0.0806
30711.5514,1.2895,0.0773
30712.7156,1.1642,0.0701
30713.8796,1.164,0.0789
30716.2278,2.3482,1.2676
30717.9861,1.7583,0.6326
30719.1065,1.1204,0.072
30720.8016,1.6951,0.5707
30721.8031,1.0015,0.0816
30723.4459,1.6428,0.6216
30724.6084,1.1625,0.0684
30725.6481,1.0397,0.0689
30726.7714,1.1233,0.0759
30728.4387,1.6673,0.6561
30729.6049,1.1662,0.0783
30730.716,1.1111,0.0783
30731.8122,1.0962,0.0693
30733.4691,1.6569,0.627
30735.1692,1.7001,0.6339
30736.2975,1.1283,0.0683
30736.9116,0.6141,0.599
30737.559,0.6474,0.6426
30738.4358,0.8768,0.8385
30738.7958,0.36,0.3206
30739.1811,0.3853,0.3552
30739.843,0.6619,0.6191
30739.9821,0.1391,0.0808
30740.6811,0.699,0.6379
30741.3387,0.6576,0.5967
30741.4873,0.1486,0.0771
30741.6297,0.1424,0.0706
30741.7662,0.1365,0.0731
30743.001,1.2348,0.0758
30744.7481,1.7471,0.5883
30745.9287,1.1806,0.0736
30747.0438,1.1151,0.069
30748.7838,1.74,0.5817
30749.9187,1.1349,0.076
30751.071,1.1523,0.0777
30752.7619,1.6909,0.6277
30754.5275,1.7656,0.6318
30756.2603,1.7328,0.6709
30757.5504,1.2901,0.0782
30759.2651,1.7147,0.5807
30760.8632,1.5981,0.5665
30762.4628,1.5996,0.5742
30763.6864,1.2236,0.0738
30765.4909,1.8045,0.6757
30766.7043,1.2134,0.075
30768.4342,1.7299,0.6449
30770.154,1.7198,0.6568
30771.2927,1.1387,0.0761
30773.6581,2.3654,1.2583
30775.4897,1.8316,0.6321
30776.6859,1.1962,0.0719
30777.8927,1.2068,0.0764
30779.4616,1.5689,0.5977
30780.5405,1.0789,0.0731
30781.5377,0.9972,0.074
30782.6412,1.1035,0.0741
30784.3134,1.6722,0.6533
30786.0477,1.7343,0.6774
30787.7152,1.6675,0.6762
30788.7769,1.0617,0.0756
30789.8268,1.0499,0.0729
30790.9704,1.1436,0.0705
30792.0079,1.0375,0.0783
30793.6518,1.6439,0.6201
30793.7481,0.0963,0.082
30793.8331,0.085,0.0803
30794.1957,0.3626,0.3321
30794.5461,0.3504,0.31
30795.5049,0.9588,0.9206
30796.1187,0.6138,0.5732
30796.2654,0.1467,0.0781
30796.4121,0.1467,0.0775
30796.5503,0.1382,0.0701
30797.2636,0.7133,0.6533
30797.4047,0.1411,0.0724
30797.5536,0.1489,0.0785
30798.6344,1.0808,0.0678
30800.301,1.6666,0.6719
30801.9114,1.6104,0.6359
30803.4952,1.5838,0.5693
30805.0473,1.5521,0.5687
30806.2441,1.1968,0.08
30807.3851,1.141,0.0748
30809.1805,1.7954,0.667
30810.4482,1.2677,0.0747
30812.3011,1.8529,0.6539
30814.0207,1.7196,0.6465
30815.7917,1.771,0.6085
30816.9404,1.1487,0.069
30818.59,1.6496,0.5971
30819.7378,1.1478,0.0741
30821.0024,1.2646,0.082
30822.7354,1.733,0.5753
30823.8668,1.1314,0.0676
30825.0594,1.1926,0.0705
30826.2624,1.203,0.0729
30827.9961,1.7337,0.6967
30830.2845,2.2884,1.1971
30831.9178,1.6333,0.6524
30833.1084,1.1906,0.0767
30834.6692,1.5608,0.6039
30836.3699,1.7007,0.6051
30837.4963,1.1264,0.0695
30839.0332,1.5369,0.575
30840.5907,1.5575,0.6505
30842.1709,1.5802,0.6498
30843.2716,1.1007,0.0758
30844.8119,1.5403,0.6025
30845.8787,1.0668,0.0733
30847.4906,1.6119,0.6023
30848.4794,0.9888,0.0747
30849.6468,1.1674,0.0708
30850.2815,0.6347,0.63
30850.3657,0.0842,0.0795
30851.3086,0.9429,0.911
30852.2007,0.8921,0.8608
30852.5708,0.3701,0.3325
30853.1894,0.6186,0.5903
30853.9335,0.7441,0.6717
30854.0744,0.1409,0.0719
30854.203,0.1286,0.0712
30854.3517,0.1487,0.0794
30855.076,0.7243,0.6667
30855.212,0.136,0.0787
30856.8539,1.6419,0.6477
30858.0707,1.2168,0.0792
30859.8235,1.7528,0.6338
30860.9827,1.1592,0.0795
30862.6007,1.618,0.6339
30863.7548,1.1541,0.0733
30865.4033,1.6485,0.6049
30867.1264,1.7231,0.5977
30868.7649,1.6385,0.5762
30869.9926,1.2277,0.0677
30871.1632,1.1706,0.0785
30872.8971,1.7339,0.6291
30874.5862,1.6891,0.5916
30876.4187,1.8325,0.6449
30877.6529,1.2342,0.0809
30878.9136,1.2607,0.0822
30880.1173,1.2037,0.0793
30881.2828,1.1655,0.0759
30882.4831,1.2003,0.076
30884.3317,1.8486,0.6291
30886.199,1.8673,0.6317
30887.9323,1.7333,0.6413
30889.554,1.6217,0.5831
30890.6401,1.0861,0.0677
30892.1733,1.5332,0.5859
30893.8465,1.6732,0.6073
30894.8795,1.033,0.0713
30896.5548,1.6753,0.5941
30898.0802,1.5254,0.5917
30899.679,1.5988,0.5724
30900.6844,1.0054,0.0782
30901.7113,1.0269,0.0745
30902.849,1.1377,0.0817
30903.9221,1.0731,0.0772
30905.5085,1.5864,0.6599
30906.6552,1.1467,0.0764
30907.261,0.6058,0.5903
30907.871,0.61,0.5957
30908.2358,0.3648,0.3375
30909.1283,0.8925,0.8616
30910.0474,0.9191,0.8784
30910.1655,0.1181,0.0804
30910.3048,0.1393,0.0825
30910.4329,0.1281,0.0702
30911.0786,0.6457,0.5747
30911.7156,0.637,0.5748
30911.8493,0.1337,0.0733
30911.9962,0.1469,0.0755
30913.1583,1.1621,0.0766
30914.8073,1.649,0.6588
30916.4927,1.6854,0.601
30917.5371,1.0444,0.0789
30919.1418,1.6047,0.6229
30920.7967,1.6549,0.5973
30922.5946,1.7979,0.6178
30924.3015,1.7069,0.5983
30925.9083,1.6068,0.5754
30927.6867,1.7784,0.6248
30928.9832,1.2965,0.0736
30930.1414,1.1582,0.0686
30931.8014,1.66,0.606
30933.4419,1.6405,0.5825
30934.6411,1.1992,0.0706
30936.3309,1.6898,0.6058
30937.4832,1.1523,0.075
30939.3506,1.8674,0.6725
30940.9829,1.6323,0.5848
30942.8142,1.8313,0.6104
30944.4777,1.6635,0.6323
30946.9715,2.4938,1.2812
30948.0402,1.0687,0.0798
30949.6089,1.5687,0.5714
30951.2218,1.6129,0.5812
30952.3359,1.1141,0.0746
30953.3462,1.0103,0.0775
30954.3745,1.0283,0.0683
30956.0872,1.7127,0.6094
30957.692,1.6048,0.6251
30958.7565,1.0645,0.0812
30960.3589,1.6024,0.6258
30961.4066,1.0477,0.0727
30962.5643,1.1577,0.0711
30964.3015,1.7372,0.6228
30965.4359,1.1344,0.0755
30965.5136,0.0777,0.0724
30966.1754,0.6618,0.6572
30967.0877,0.9123,0.8711
30967.9852,0.8975,0.8687
30968.3609,0.3757,0.3339
30968.4706,0.1097,0.0783
30969.2134,0.7428,0.6714
30969.3523,0.1389,0.0811
30969.4846,0.1323,0.0701
30969.6176,0.133,0.0727
30970.2952,0.6776,0.6071
30970.4314,0.1362,0.0778
30971.5971,1.1657,0.0774
30973.2895,1.6924,0.6046
30975.0206,1.7311,0.6408
30976.7044,1.6838,0.6508
30978.4801,1.7757,0.6819
30980.1579,1.6778,0.6486
30981.2946,1.1367,0.0675
30982.9807,1.6861,0.6123
30984.1302,1.1495,0.0709
30985.3021,1.1719,0.0771
30986.4888,1.1867,0.0767
30987.6664,1.1776,0.0816
30988.8962,1.2298,0.0749
30990.1642,1.268,0.0713
30991.2862,1.122,0.0781
30993.1103,1.8241,0.5963
30994.7463,1.636,0.5926
30996.3473,1.601,0.5667
30997.6028,1.2555,0.0746
30998.8235,1.2207,0.0679
31001.3492,2.5257,1.2984
31003.1767,1.8275,0.6579
31004.2779,1.1012,0.0723
31005.463,1.1851,0.0754
31006.9633,1.5003,0.5819
31008.1218,1.1585,0.0703
31009.1195,0.9977,0.073
31010.1988,1.0793,0.0757
31011.792,1.5932,0.6163
31012.8364,1.0444,0.0751
31013.9983,1.1619,0.0713
31015.557,1.5587,0.5832
31017.1034,1.5464,0.5969
31018.2349,1.1315,0.0748
31019.2416,1.0067,0.07
31020.7595,1.5179,0.5772
31020.8536,0.0941,0.0797
31020.9457,0.0921,0.0763
31021.8858,0.9401,0.9113
31022.8048,0.919,0.8788
31023.7149,0.9101,0.8811
31023.8252,0.1103,0.0711
31023.9667,0.1415,0.0708
31024.6934,0.7267,0.6656
31024.8368,0.1434,0.0732
31025.5512,0.7144,0.6444
31026.2675,0.7163,0.656
31026.4098,0.1423,0.0738
31028.053,1.6432,0.6788
31029.2135,1.1605,0.0782
31030.3107,1.0972,0.0825
31031.3699,1.0592,0.0737
